container_id,vessel_id,container_size_type,weight_mt,container_status,destination_zone_id,priority,handling_requirement,synthetic
SYN-CONT-004140,00000000-0000-0000-0000-000000000415,40HC,28.5,inbound,00000000-0000-0000-0000-000000000130,critical,standard,True
SYN-CONT-004141,00000000-0000-0000-0000-000000000415,20GP,11.7,inbound,00000000-0000-0000-0000-00000000012e,critical,standard,True
SYN-CONT-004142,00000000-0000-0000-0000-000000000415,40GP,26.3,inbound,00000000-0000-0000-0000-000000000130,critical,hazardous,True
SYN-CONT-004143,00000000-0000-0000-0000-000000000415,40GP,30.3,inbound,00000000-0000-0000-0000-000000000131,critical,reefer,True
SYN-CONT-004144,00000000-0000-0000-0000-000000000415,40HC,15.7,inbound,00000000-0000-0000-0000-00000000012f,critical,standard,True
SYN-CONT-004145,00000000-0000-0000-0000-000000000415,40RF,10.3,inbound,00000000-0000-0000-0000-000000000130,critical,reefer,True
SYN-CONT-004146,00000000-0000-0000-0000-000000000415,40RF,12.8,inbound,00000000-0000-0000-0000-00000000012d,critical,reefer,True
SYN-CONT-004147,00000000-0000-0000-0000-000000000415,40RF,25.4,inbound,00000000-0000-0000-0000-000000000131,critical,reefer,True
SYN-CONT-004148,00000000-0000-0000-0000-000000000415,20GP,26.8,inbound,00000000-0000-0000-0000-00000000012f,critical,standard,True
SYN-CONT-004149,00000000-0000-0000-0000-000000000415,40RF,16.7,inbound,00000000-0000-0000-0000-000000000131,critical,reefer,True
SYN-CONT-004150,00000000-0000-0000-0000-000000000415,40HC,28.2,inbound,00000000-0000-0000-0000-00000000012c,critical,standard,True
SYN-CONT-004151,00000000-0000-0000-0000-000000000415,40RF,12.2,inbound,00000000-0000-0000-0000-000000000130,critical,reefer,True
SYN-CONT-004152,00000000-0000-0000-0000-000000000415,40HC,30.2,inbound,00000000-0000-0000-0000-00000000012e,critical,standard,True
SYN-CONT-004153,00000000-0000-0000-0000-000000000415,40HC,24.9,inbound,00000000-0000-0000-0000-00000000012c,critical,reefer,True
SYN-CONT-004154,00000000-0000-0000-0000-000000000415,40HC,9.9,inbound,00000000-0000-0000-0000-00000000012c,critical,reefer,True
SYN-CONT-004155,00000000-0000-0000-0000-000000000415,20GP,11.1,inbound,00000000-0000-0000-0000-00000000012f,critical,hazardous,True
SYN-CONT-004156,00000000-0000-0000-0000-000000000415,40HC,22.1,inbound,00000000-0000-0000-0000-00000000012c,critical,standard,True
SYN-CONT-004157,00000000-0000-0000-0000-000000000415,40HC,15.0,inbound,00000000-0000-0000-0000-00000000012f,critical,standard,True
SYN-CONT-004158,00000000-0000-0000-0000-000000000415,40HC,27.3,inbound,00000000-0000-0000-0000-00000000012c,critical,standard,True
SYN-CONT-004159,00000000-0000-0000-0000-000000000415,40HC,23.7,inbound,00000000-0000-0000-0000-00000000012f,critical,standard,True
SYN-CONT-004160,00000000-0000-0000-0000-000000000415,40GP,15.6,inbound,00000000-0000-0000-0000-00000000012f,critical,standard,True
SYN-CONT-004161,00000000-0000-0000-0000-000000000415,20GP,16.2,inbound,00000000-0000-0000-0000-00000000012f,critical,hazardous,True
SYN-CONT-004162,00000000-0000-0000-0000-000000000415,40HC,17.2,inbound,00000000-0000-0000-0000-00000000012c,critical,standard,True
SYN-CONT-004163,00000000-0000-0000-0000-000000000415,40HC,12.2,inbound,00000000-0000-0000-0000-00000000012c,critical,standard,True
SYN-CONT-004164,00000000-0000-0000-0000-000000000415,40GP,21.6,inbound,00000000-0000-0000-0000-00000000012c,critical,hazardous,True
SYN-CONT-004165,00000000-0000-0000-0000-000000000415,40HC,10.1,inbound,00000000-0000-0000-0000-00000000012e,critical,standard,True
SYN-CONT-004166,00000000-0000-0000-0000-000000000415,40HC,28.0,inbound,00000000-0000-0000-0000-00000000012d,critical,standard,True
SYN-CONT-004167,00000000-0000-0000-0000-000000000415,40GP,26.0,inbound,00000000-0000-0000-0000-00000000012d,critical,hazardous,True
SYN-CONT-004168,00000000-0000-0000-0000-000000000415,20GP,15.0,inbound,00000000-0000-0000-0000-000000000130,critical,standard,True
SYN-CONT-004169,00000000-0000-0000-0000-000000000415,20GP,29.0,inbound,00000000-0000-0000-0000-000000000131,critical,hazardous,True
SYN-CONT-004170,00000000-0000-0000-0000-000000000415,40HC,22.8,inbound,00000000-0000-0000-0000-00000000012c,critical,hazardous,True
SYN-CONT-004171,00000000-0000-0000-0000-000000000415,40RF,24.9,inbound,00000000-0000-0000-0000-00000000012c,critical,reefer,True
SYN-CONT-004172,00000000-0000-0000-0000-000000000415,40HC,10.1,inbound,00000000-0000-0000-0000-00000000012e,critical,reefer,True
SYN-CONT-004173,00000000-0000-0000-0000-000000000415,40HC,11.1,inbound,00000000-0000-0000-0000-00000000012c,critical,standard,True
SYN-CONT-004174,00000000-0000-0000-0000-000000000415,20GP,28.1,inbound,00000000-0000-0000-0000-00000000012c,critical,standard,True
SYN-CONT-004175,00000000-0000-0000-0000-000000000415,40RF,26.2,inbound,00000000-0000-0000-0000-00000000012f,critical,reefer,True
SYN-CONT-004176,00000000-0000-0000-0000-000000000415,20GP,11.6,inbound,00000000-0000-0000-0000-000000000130,critical,standard,True
SYN-CONT-004177,00000000-0000-0000-0000-000000000415,40GP,15.5,inbound,00000000-0000-0000-0000-00000000012d,critical,standard,True
SYN-CONT-004178,00000000-0000-0000-0000-000000000415,20GP,18.6,inbound,00000000-0000-0000-0000-000000000131,critical,standard,True
SYN-CONT-004179,00000000-0000-0000-0000-000000000415,40GP,24.6,inbound,00000000-0000-0000-0000-000000000131,critical,standard,True
SYN-CONT-004180,00000000-0000-0000-0000-000000000415,40GP,8.1,inbound,00000000-0000-0000-0000-000000000130,critical,reefer,True
SYN-CONT-004181,00000000-0000-0000-0000-000000000415,40HC,25.9,inbound,00000000-0000-0000-0000-00000000012d,critical,hazardous,True
SYN-CONT-004182,00000000-0000-0000-0000-000000000415,40RF,20.3,inbound,00000000-0000-0000-0000-00000000012c,critical,reefer,True
SYN-CONT-004183,00000000-0000-0000-0000-000000000415,40RF,12.7,inbound,00000000-0000-0000-0000-000000000131,critical,reefer,True
SYN-CONT-004184,00000000-0000-0000-0000-000000000415,40RF,12.3,inbound,00000000-0000-0000-0000-000000000130,critical,reefer,True
SYN-CONT-004185,00000000-0000-0000-0000-000000000415,40HC,11.1,inbound,00000000-0000-0000-0000-000000000130,critical,standard,True
SYN-CONT-004186,00000000-0000-0000-0000-000000000415,40RF,28.5,inbound,00000000-0000-0000-0000-00000000012e,critical,reefer,True
SYN-CONT-004187,00000000-0000-0000-0000-000000000415,40HC,21.9,inbound,00000000-0000-0000-0000-00000000012c,critical,standard,True
SYN-CONT-004188,00000000-0000-0000-0000-000000000415,40RF,13.7,inbound,00000000-0000-0000-0000-000000000130,critical,reefer,True
SYN-CONT-004189,00000000-0000-0000-0000-000000000415,40RF,8.0,inbound,00000000-0000-0000-0000-00000000012c,critical,reefer,True
SYN-CONT-004190,00000000-0000-0000-0000-000000000415,40RF,21.3,inbound,00000000-0000-0000-0000-000000000131,critical,reefer,True
SYN-CONT-004191,00000000-0000-0000-0000-000000000415,40HC,21.0,inbound,00000000-0000-0000-0000-000000000131,critical,standard,True
SYN-CONT-004192,00000000-0000-0000-0000-000000000415,20GP,11.0,inbound,00000000-0000-0000-0000-00000000012c,critical,standard,True
SYN-CONT-004193,00000000-0000-0000-0000-000000000415,40GP,24.8,inbound,00000000-0000-0000-0000-000000000131,critical,standard,True
SYN-CONT-004194,00000000-0000-0000-0000-000000000415,20GP,11.0,inbound,00000000-0000-0000-0000-00000000012d,critical,reefer,True
SYN-CONT-004195,00000000-0000-0000-0000-000000000415,40HC,20.9,inbound,00000000-0000-0000-0000-000000000131,critical,standard,True
SYN-CONT-004196,00000000-0000-0000-0000-000000000415,40GP,26.7,inbound,00000000-0000-0000-0000-00000000012c,critical,standard,True
SYN-CONT-004197,00000000-0000-0000-0000-000000000415,40RF,10.4,inbound,00000000-0000-0000-0000-00000000012d,critical,reefer,True
SYN-CONT-004198,00000000-0000-0000-0000-000000000415,40RF,11.2,inbound,00000000-0000-0000-0000-000000000131,critical,reefer,True
SYN-CONT-004199,00000000-0000-0000-0000-000000000415,20GP,15.3,inbound,00000000-0000-0000-0000-00000000012f,critical,standard,True
SYN-CONT-004200,00000000-0000-0000-0000-000000000415,40RF,22.8,inbound,00000000-0000-0000-0000-000000000131,critical,reefer,True
SYN-CONT-004201,00000000-0000-0000-0000-000000000415,40HC,22.9,inbound,00000000-0000-0000-0000-000000000131,critical,reefer,True
SYN-CONT-004202,00000000-0000-0000-0000-000000000415,40GP,16.8,inbound,00000000-0000-0000-0000-00000000012d,critical,standard,True
SYN-CONT-004203,00000000-0000-0000-0000-000000000415,40GP,19.0,inbound,00000000-0000-0000-0000-00000000012e,critical,reefer,True
SYN-CONT-004204,00000000-0000-0000-0000-000000000415,40RF,9.1,inbound,00000000-0000-0000-0000-00000000012c,critical,reefer,True
SYN-CONT-004205,00000000-0000-0000-0000-000000000415,40RF,18.4,inbound,00000000-0000-0000-0000-00000000012c,critical,reefer,True
SYN-CONT-004206,00000000-0000-0000-0000-000000000415,20GP,19.8,inbound,00000000-0000-0000-0000-00000000012d,critical,reefer,True
SYN-CONT-004207,00000000-0000-0000-0000-000000000415,40RF,10.5,inbound,00000000-0000-0000-0000-00000000012e,critical,reefer,True
SYN-CONT-004208,00000000-0000-0000-0000-000000000415,40GP,14.3,inbound,00000000-0000-0000-0000-00000000012f,critical,standard,True
SYN-CONT-004209,00000000-0000-0000-0000-000000000415,20GP,25.7,inbound,00000000-0000-0000-0000-000000000130,critical,reefer,True
SYN-CONT-004210,00000000-0000-0000-0000-000000000415,20GP,18.2,inbound,00000000-0000-0000-0000-00000000012e,critical,hazardous,True
SYN-CONT-004211,00000000-0000-0000-0000-000000000415,40GP,12.5,inbound,00000000-0000-0000-0000-00000000012e,critical,reefer,True
SYN-CONT-004212,00000000-0000-0000-0000-000000000415,40RF,29.7,inbound,00000000-0000-0000-0000-00000000012e,critical,reefer,True
SYN-CONT-004213,00000000-0000-0000-0000-000000000415,40GP,13.0,inbound,00000000-0000-0000-0000-00000000012d,critical,reefer,True
SYN-CONT-004214,00000000-0000-0000-0000-000000000415,20GP,22.5,inbound,00000000-0000-0000-0000-00000000012f,critical,standard,True
SYN-CONT-004215,00000000-0000-0000-0000-000000000415,40GP,19.5,inbound,00000000-0000-0000-0000-00000000012d,critical,hazardous,True
SYN-CONT-004216,00000000-0000-0000-0000-000000000415,20GP,24.2,inbound,00000000-0000-0000-0000-000000000130,critical,standard,True
SYN-CONT-004217,00000000-0000-0000-0000-000000000415,40HC,14.1,inbound,00000000-0000-0000-0000-000000000131,critical,standard,True
SYN-CONT-004218,00000000-0000-0000-0000-000000000415,40HC,8.5,inbound,00000000-0000-0000-0000-000000000130,critical,reefer,True
SYN-CONT-004219,00000000-0000-0000-0000-000000000415,20GP,28.2,inbound,00000000-0000-0000-0000-00000000012e,critical,standard,True
SYN-CONT-004220,00000000-0000-0000-0000-000000000415,40GP,27.3,inbound,00000000-0000-0000-0000-000000000130,critical,hazardous,True
SYN-CONT-004221,00000000-0000-0000-0000-000000000415,40GP,30.0,inbound,00000000-0000-0000-0000-00000000012c,critical,reefer,True
SYN-CONT-004222,00000000-0000-0000-0000-000000000415,40GP,15.4,inbound,00000000-0000-0000-0000-000000000131,critical,standard,True
SYN-CONT-004223,00000000-0000-0000-0000-000000000415,40RF,20.8,inbound,00000000-0000-0000-0000-00000000012c,critical,reefer,True
SYN-CONT-004224,00000000-0000-0000-0000-000000000415,40RF,12.4,inbound,00000000-0000-0000-0000-00000000012c,critical,reefer,True
SYN-CONT-004225,00000000-0000-0000-0000-000000000415,40HC,13.7,inbound,00000000-0000-0000-0000-00000000012e,critical,reefer,True
SYN-CONT-004226,00000000-0000-0000-0000-000000000415,40GP,23.1,inbound,00000000-0000-0000-0000-000000000130,critical,reefer,True
SYN-CONT-004227,00000000-0000-0000-0000-000000000416,40HC,16.5,inbound,00000000-0000-0000-0000-000000000130,low,standard,True
SYN-CONT-004228,00000000-0000-0000-0000-000000000416,40GP,15.3,inbound,00000000-0000-0000-0000-00000000012e,low,standard,True
SYN-CONT-004229,00000000-0000-0000-0000-000000000416,40HC,25.1,inbound,00000000-0000-0000-0000-000000000130,low,reefer,True
SYN-CONT-004230,00000000-0000-0000-0000-000000000416,40HC,13.1,inbound,00000000-0000-0000-0000-000000000130,low,reefer,True
SYN-CONT-004231,00000000-0000-0000-0000-000000000416,20GP,10.3,inbound,00000000-0000-0000-0000-00000000012d,low,standard,True
SYN-CONT-004232,00000000-0000-0000-0000-000000000416,40GP,27.5,inbound,00000000-0000-0000-0000-00000000012d,low,reefer,True
SYN-CONT-004233,00000000-0000-0000-0000-000000000416,40RF,17.3,inbound,00000000-0000-0000-0000-000000000131,low,reefer,True
SYN-CONT-004234,00000000-0000-0000-0000-000000000416,20GP,23.3,inbound,00000000-0000-0000-0000-000000000130,low,standard,True
SYN-CONT-004235,00000000-0000-0000-0000-000000000416,40RF,24.2,inbound,00000000-0000-0000-0000-00000000012d,low,reefer,True
SYN-CONT-004236,00000000-0000-0000-0000-000000000416,40GP,16.3,inbound,00000000-0000-0000-0000-00000000012c,low,standard,True
SYN-CONT-004237,00000000-0000-0000-0000-000000000416,40HC,28.7,inbound,00000000-0000-0000-0000-00000000012f,low,standard,True
SYN-CONT-004238,00000000-0000-0000-0000-000000000416,20GP,22.5,inbound,00000000-0000-0000-0000-00000000012f,low,standard,True
SYN-CONT-004239,00000000-0000-0000-0000-000000000416,40GP,15.7,inbound,00000000-0000-0000-0000-00000000012d,low,standard,True
SYN-CONT-004240,00000000-0000-0000-0000-000000000416,20GP,26.1,inbound,00000000-0000-0000-0000-000000000130,low,standard,True
SYN-CONT-004241,00000000-0000-0000-0000-000000000416,40GP,18.7,inbound,00000000-0000-0000-0000-00000000012e,low,standard,True
SYN-CONT-004242,00000000-0000-0000-0000-000000000416,40GP,28.8,inbound,00000000-0000-0000-0000-00000000012f,low,standard,True
SYN-CONT-004243,00000000-0000-0000-0000-000000000416,40GP,28.0,inbound,00000000-0000-0000-0000-00000000012c,low,reefer,True
SYN-CONT-004244,00000000-0000-0000-0000-000000000416,20GP,21.1,inbound,00000000-0000-0000-0000-000000000130,low,hazardous,True
SYN-CONT-004245,00000000-0000-0000-0000-000000000416,40HC,17.6,inbound,00000000-0000-0000-0000-00000000012e,low,standard,True
SYN-CONT-004246,00000000-0000-0000-0000-000000000416,40HC,20.5,inbound,00000000-0000-0000-0000-00000000012d,low,reefer,True
SYN-CONT-004247,00000000-0000-0000-0000-000000000416,20GP,30.1,inbound,00000000-0000-0000-0000-000000000130,low,standard,True
SYN-CONT-004248,00000000-0000-0000-0000-000000000416,20GP,12.3,inbound,00000000-0000-0000-0000-00000000012d,low,standard,True
SYN-CONT-004249,00000000-0000-0000-0000-000000000416,40GP,24.5,inbound,00000000-0000-0000-0000-00000000012d,low,standard,True
SYN-CONT-004250,00000000-0000-0000-0000-000000000416,40GP,11.0,inbound,00000000-0000-0000-0000-00000000012f,low,standard,True
SYN-CONT-004251,00000000-0000-0000-0000-000000000416,20GP,13.1,inbound,00000000-0000-0000-0000-00000000012d,low,reefer,True
SYN-CONT-004252,00000000-0000-0000-0000-000000000416,20GP,24.3,inbound,00000000-0000-0000-0000-000000000131,low,standard,True
SYN-CONT-004253,00000000-0000-0000-0000-000000000416,40GP,22.1,inbound,00000000-0000-0000-0000-00000000012e,low,standard,True
SYN-CONT-004254,00000000-0000-0000-0000-000000000416,40RF,11.5,inbound,00000000-0000-0000-0000-00000000012c,low,reefer,True
SYN-CONT-004255,00000000-0000-0000-0000-000000000416,40GP,16.5,inbound,00000000-0000-0000-0000-00000000012d,low,reefer,True
SYN-CONT-004256,00000000-0000-0000-0000-000000000416,40HC,20.0,inbound,00000000-0000-0000-0000-000000000131,low,standard,True
SYN-CONT-004257,00000000-0000-0000-0000-000000000416,40RF,10.4,inbound,00000000-0000-0000-0000-00000000012d,low,reefer,True
SYN-CONT-004258,00000000-0000-0000-0000-000000000416,40GP,11.5,inbound,00000000-0000-0000-0000-00000000012c,low,standard,True
SYN-CONT-004259,00000000-0000-0000-0000-000000000416,40RF,13.2,inbound,00000000-0000-0000-0000-00000000012d,low,reefer,True
SYN-CONT-004260,00000000-0000-0000-0000-000000000416,40HC,24.1,inbound,00000000-0000-0000-0000-000000000131,low,hazardous,True
SYN-CONT-004261,00000000-0000-0000-0000-000000000416,40HC,11.5,inbound,00000000-0000-0000-0000-000000000130,low,reefer,True
SYN-CONT-004262,00000000-0000-0000-0000-000000000416,40GP,17.6,inbound,00000000-0000-0000-0000-000000000130,low,reefer,True
SYN-CONT-004263,00000000-0000-0000-0000-000000000416,40RF,14.3,inbound,00000000-0000-0000-0000-00000000012e,low,reefer,True
SYN-CONT-004264,00000000-0000-0000-0000-000000000416,40GP,12.4,inbound,00000000-0000-0000-0000-00000000012e,low,standard,True
SYN-CONT-004265,00000000-0000-0000-0000-000000000416,40RF,25.4,inbound,00000000-0000-0000-0000-00000000012f,low,reefer,True
SYN-CONT-004266,00000000-0000-0000-0000-000000000416,20GP,10.6,inbound,00000000-0000-0000-0000-000000000131,low,hazardous,True
SYN-CONT-004267,00000000-0000-0000-0000-000000000416,40GP,13.2,inbound,00000000-0000-0000-0000-000000000131,low,standard,True
SYN-CONT-004268,00000000-0000-0000-0000-000000000416,20GP,18.8,inbound,00000000-0000-0000-0000-000000000131,low,hazardous,True
SYN-CONT-004269,00000000-0000-0000-0000-000000000416,40GP,19.7,inbound,00000000-0000-0000-0000-000000000130,low,standard,True
SYN-CONT-004270,00000000-0000-0000-0000-000000000416,40GP,13.4,inbound,00000000-0000-0000-0000-00000000012c,low,standard,True
SYN-CONT-004271,00000000-0000-0000-0000-000000000416,20GP,20.1,inbound,00000000-0000-0000-0000-00000000012c,low,standard,True
SYN-CONT-004272,00000000-0000-0000-0000-000000000416,40HC,20.1,inbound,00000000-0000-0000-0000-00000000012e,low,hazardous,True
SYN-CONT-004273,00000000-0000-0000-0000-000000000416,40HC,20.4,inbound,00000000-0000-0000-0000-00000000012d,low,standard,True
SYN-CONT-004274,00000000-0000-0000-0000-000000000416,20GP,19.0,inbound,00000000-0000-0000-0000-00000000012d,low,reefer,True
SYN-CONT-004275,00000000-0000-0000-0000-000000000416,40GP,23.7,inbound,00000000-0000-0000-0000-00000000012c,low,standard,True
SYN-CONT-004276,00000000-0000-0000-0000-000000000416,40GP,18.0,inbound,00000000-0000-0000-0000-00000000012f,low,hazardous,True
SYN-CONT-004277,00000000-0000-0000-0000-000000000416,20GP,18.4,inbound,00000000-0000-0000-0000-000000000131,low,standard,True
SYN-CONT-004278,00000000-0000-0000-0000-000000000416,40HC,8.7,inbound,00000000-0000-0000-0000-00000000012c,low,standard,True
SYN-CONT-004279,00000000-0000-0000-0000-000000000416,20GP,27.4,inbound,00000000-0000-0000-0000-000000000131,low,standard,True
SYN-CONT-004280,00000000-0000-0000-0000-000000000416,20GP,15.3,inbound,00000000-0000-0000-0000-000000000131,low,standard,True
SYN-CONT-004281,00000000-0000-0000-0000-000000000416,20GP,23.5,inbound,00000000-0000-0000-0000-00000000012f,low,standard,True
SYN-CONT-004282,00000000-0000-0000-0000-000000000416,20GP,25.6,inbound,00000000-0000-0000-0000-000000000130,low,reefer,True
SYN-CONT-004283,00000000-0000-0000-0000-000000000416,40HC,25.7,inbound,00000000-0000-0000-0000-000000000131,low,standard,True
SYN-CONT-004284,00000000-0000-0000-0000-000000000416,20GP,30.2,inbound,00000000-0000-0000-0000-00000000012e,low,standard,True
SYN-CONT-004285,00000000-0000-0000-0000-000000000416,40RF,23.1,inbound,00000000-0000-0000-0000-000000000130,low,reefer,True
SYN-CONT-004286,00000000-0000-0000-0000-000000000416,40HC,13.9,inbound,00000000-0000-0000-0000-00000000012c,low,standard,True
SYN-CONT-004287,00000000-0000-0000-0000-000000000416,40GP,23.0,inbound,00000000-0000-0000-0000-000000000130,low,hazardous,True
SYN-CONT-004288,00000000-0000-0000-0000-000000000416,40RF,14.5,inbound,00000000-0000-0000-0000-000000000130,low,reefer,True
SYN-CONT-004289,00000000-0000-0000-0000-000000000416,20GP,12.0,inbound,00000000-0000-0000-0000-00000000012e,low,standard,True
SYN-CONT-004290,00000000-0000-0000-0000-000000000416,20GP,16.5,inbound,00000000-0000-0000-0000-00000000012c,low,standard,True
SYN-CONT-004291,00000000-0000-0000-0000-000000000416,40RF,18.5,inbound,00000000-0000-0000-0000-00000000012c,low,reefer,True
SYN-CONT-004292,00000000-0000-0000-0000-000000000416,20GP,22.9,inbound,00000000-0000-0000-0000-00000000012d,low,standard,True
SYN-CONT-004293,00000000-0000-0000-0000-000000000416,40RF,15.8,inbound,00000000-0000-0000-0000-00000000012e,low,reefer,True
SYN-CONT-004294,00000000-0000-0000-0000-000000000416,20GP,24.3,inbound,00000000-0000-0000-0000-00000000012e,low,standard,True
SYN-CONT-004295,00000000-0000-0000-0000-000000000416,40GP,16.5,inbound,00000000-0000-0000-0000-00000000012c,low,reefer,True
SYN-CONT-004296,00000000-0000-0000-0000-000000000416,40GP,11.4,inbound,00000000-0000-0000-0000-00000000012e,low,reefer,True
SYN-CONT-004297,00000000-0000-0000-0000-000000000416,40GP,16.3,inbound,00000000-0000-0000-0000-00000000012c,low,standard,True
SYN-CONT-004298,00000000-0000-0000-0000-000000000416,40HC,26.5,inbound,00000000-0000-0000-0000-000000000130,low,standard,True
SYN-CONT-004299,00000000-0000-0000-0000-000000000416,40RF,24.4,inbound,00000000-0000-0000-0000-000000000130,low,reefer,True
SYN-CONT-004300,00000000-0000-0000-0000-000000000416,20GP,9.2,inbound,00000000-0000-0000-0000-00000000012d,low,reefer,True
SYN-CONT-004301,00000000-0000-0000-0000-000000000416,40GP,21.5,inbound,00000000-0000-0000-0000-000000000130,low,reefer,True
SYN-CONT-004302,00000000-0000-0000-0000-000000000416,40RF,21.9,inbound,00000000-0000-0000-0000-00000000012c,low,reefer,True
SYN-CONT-004303,00000000-0000-0000-0000-000000000416,40GP,9.5,inbound,00000000-0000-0000-0000-00000000012e,low,standard,True
SYN-CONT-004304,00000000-0000-0000-0000-000000000416,20GP,27.5,inbound,00000000-0000-0000-0000-00000000012e,low,standard,True
SYN-CONT-004305,00000000-0000-0000-0000-000000000416,20GP,28.6,inbound,00000000-0000-0000-0000-000000000131,low,hazardous,True
SYN-CONT-004306,00000000-0000-0000-0000-000000000416,20GP,22.1,inbound,00000000-0000-0000-0000-00000000012e,low,standard,True
SYN-CONT-004307,00000000-0000-0000-0000-000000000416,40GP,29.3,inbound,00000000-0000-0000-0000-00000000012f,low,hazardous,True
SYN-CONT-004308,00000000-0000-0000-0000-000000000416,40GP,12.4,inbound,00000000-0000-0000-0000-000000000131,low,hazardous,True
SYN-CONT-004309,00000000-0000-0000-0000-000000000416,40GP,22.6,inbound,00000000-0000-0000-0000-00000000012f,low,hazardous,True
SYN-CONT-004310,00000000-0000-0000-0000-000000000416,40HC,11.5,inbound,00000000-0000-0000-0000-00000000012c,low,standard,True
SYN-CONT-004311,00000000-0000-0000-0000-000000000416,40GP,21.9,inbound,00000000-0000-0000-0000-00000000012e,low,reefer,True
SYN-CONT-004312,00000000-0000-0000-0000-000000000416,40GP,20.9,inbound,00000000-0000-0000-0000-000000000131,low,hazardous,True
SYN-CONT-004313,00000000-0000-0000-0000-000000000416,40HC,14.7,inbound,00000000-0000-0000-0000-00000000012c,low,reefer,True
SYN-CONT-004314,00000000-0000-0000-0000-000000000416,40GP,25.0,inbound,00000000-0000-0000-0000-00000000012d,low,reefer,True
SYN-CONT-004315,00000000-0000-0000-0000-000000000416,40HC,17.7,inbound,00000000-0000-0000-0000-00000000012c,low,hazardous,True
SYN-CONT-004316,00000000-0000-0000-0000-000000000416,40HC,9.8,inbound,00000000-0000-0000-0000-00000000012c,low,standard,True
SYN-CONT-004317,00000000-0000-0000-0000-000000000416,40RF,14.6,inbound,00000000-0000-0000-0000-000000000131,low,reefer,True
SYN-CONT-004318,00000000-0000-0000-0000-000000000417,40RF,11.5,inbound,00000000-0000-0000-0000-00000000012e,normal,reefer,True
SYN-CONT-004319,00000000-0000-0000-0000-000000000417,40HC,12.2,inbound,00000000-0000-0000-0000-00000000012d,normal,standard,True
SYN-CONT-004320,00000000-0000-0000-0000-000000000417,40HC,20.2,inbound,00000000-0000-0000-0000-00000000012d,normal,standard,True
SYN-CONT-004321,00000000-0000-0000-0000-000000000417,40HC,29.6,inbound,00000000-0000-0000-0000-000000000131,normal,standard,True
SYN-CONT-004322,00000000-0000-0000-0000-000000000417,20GP,18.6,inbound,00000000-0000-0000-0000-00000000012e,normal,standard,True
SYN-CONT-004323,00000000-0000-0000-0000-000000000417,40RF,25.8,inbound,00000000-0000-0000-0000-00000000012e,normal,reefer,True
SYN-CONT-004324,00000000-0000-0000-0000-000000000417,20GP,24.4,inbound,00000000-0000-0000-0000-00000000012e,normal,standard,True
SYN-CONT-004325,00000000-0000-0000-0000-000000000417,40GP,23.7,inbound,00000000-0000-0000-0000-000000000130,normal,hazardous,True
SYN-CONT-004326,00000000-0000-0000-0000-000000000417,40GP,15.5,inbound,00000000-0000-0000-0000-00000000012d,normal,standard,True
SYN-CONT-004327,00000000-0000-0000-0000-000000000417,40RF,21.7,inbound,00000000-0000-0000-0000-000000000131,normal,reefer,True
SYN-CONT-004328,00000000-0000-0000-0000-000000000417,20GP,8.8,inbound,00000000-0000-0000-0000-000000000131,normal,standard,True
SYN-CONT-004329,00000000-0000-0000-0000-000000000417,20GP,13.4,inbound,00000000-0000-0000-0000-00000000012d,normal,standard,True
SYN-CONT-004330,00000000-0000-0000-0000-000000000417,40GP,12.4,inbound,00000000-0000-0000-0000-000000000130,normal,standard,True
SYN-CONT-004331,00000000-0000-0000-0000-000000000417,40HC,15.1,inbound,00000000-0000-0000-0000-000000000131,normal,hazardous,True
SYN-CONT-004332,00000000-0000-0000-0000-000000000417,20GP,24.4,inbound,00000000-0000-0000-0000-00000000012d,normal,reefer,True
SYN-CONT-004333,00000000-0000-0000-0000-000000000417,20GP,10.1,inbound,00000000-0000-0000-0000-000000000130,normal,standard,True
SYN-CONT-004334,00000000-0000-0000-0000-000000000417,40RF,19.8,inbound,00000000-0000-0000-0000-000000000131,normal,reefer,True
SYN-CONT-004335,00000000-0000-0000-0000-000000000417,20GP,9.1,inbound,00000000-0000-0000-0000-00000000012d,normal,hazardous,True
SYN-CONT-004336,00000000-0000-0000-0000-000000000417,40GP,10.1,inbound,00000000-0000-0000-0000-000000000131,normal,hazardous,True
SYN-CONT-004337,00000000-0000-0000-0000-000000000417,40GP,12.9,inbound,00000000-0000-0000-0000-00000000012f,normal,reefer,True
SYN-CONT-004338,00000000-0000-0000-0000-000000000417,40HC,8.9,inbound,00000000-0000-0000-0000-00000000012f,normal,standard,True
SYN-CONT-004339,00000000-0000-0000-0000-000000000417,20GP,29.5,inbound,00000000-0000-0000-0000-000000000130,normal,standard,True
SYN-CONT-004340,00000000-0000-0000-0000-000000000417,40RF,25.1,inbound,00000000-0000-0000-0000-00000000012e,normal,reefer,True
SYN-CONT-004341,00000000-0000-0000-0000-000000000417,40RF,10.1,inbound,00000000-0000-0000-0000-000000000130,normal,reefer,True
SYN-CONT-004342,00000000-0000-0000-0000-000000000417,40RF,25.5,inbound,00000000-0000-0000-0000-000000000131,normal,reefer,True
SYN-CONT-004343,00000000-0000-0000-0000-000000000417,20GP,28.5,inbound,00000000-0000-0000-0000-00000000012d,normal,standard,True
SYN-CONT-004344,00000000-0000-0000-0000-000000000417,20GP,21.2,inbound,00000000-0000-0000-0000-00000000012e,normal,standard,True
